sen,label_decode,label,raw_sen
"['任', '杭', '州', '巨', '星', '科', '技', '股', '份', '有', '限', '公', '司', '副', '总', '裁', '米', '海', '祥', '：', '男', '汉', '族']","['O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'B-RACE', 'E-RACE']","[3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 1, 18, 2, 3, 3, 7, 8]",任杭州巨星科技股份有限公司副总裁米海祥：男汉族
"['分', '别', '在', '美', '国', 'O', 'w', 'e', 'n', 's', '-', 'I', 'l', 'l', 'i', 'n', 'o', 'i', 's', 'C', 'o', 'r', 'p', 'o', 'r', 'a', 't', 'i', 'o', 'n', '公', '司', '任', '项', '目', '工', '程', '师', 'S', 'a', 'i', 'n', 't', 'G', 'o', 'b', 'a', 'i', 'n', 'C', 'o', 'r', 'p', 'o', 'r', 'a', 't', 'i', 'o', 'n', '任', '项', '目', '经', '理', 'A', 'i', 'r', 'P', 'r', 'o', 'd', 'u', 'c', 't', 's', 'a', 'n', 'd', 'C', 'h', 'e', 'm', 'i', 'c', 'a', 'l', 's', 'I', 'n', 'c', '.', '任', '亚', '洲', '区', '高', '级', '理', '论', '应', '用', '工', '程', '师']","['O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 3, 9, 10, 10, 10, 11, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 3, 9, 10, 10, 11, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 3, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11]",分别在美国Owens-IllinoisCorporation公司任项目工程师SaintGobainCorporation任项目经理AirProductsandChemicalsInc.任亚洲区高级理论应用工程师
"['1', '9', '5', '5', '年', '1', '月', '出', '生', '中', '共', '党', '员', '大', '专', '学', '历', '经', '济', '师']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 9, 10, 10, 11, 12, 13, 13, 14, 9, 10, 11]",1955年1月出生中共党员大专学历经济师
"['1', '9', '7', '4', '年', '2', '月', '出', '生', '中', '共', '党', '员', '博', '士', '注', '册', '会', '计', '师', '、', '评', '估', '师']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-EDU', 'E-EDU', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 9, 10, 10, 11, 12, 14, 9, 10, 10, 10, 11, 3, 9, 10, 11]",1974年2月出生中共党员博士注册会计师、评估师
"['1', '9', '5', '2', '年', '1', '月', '出', '生', '汉', '族', '湖', '北', '汉', '阳', '人', '中', '专', '学', '历', '中', '共', '党', '员', '政', '工', '师']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-RACE', 'E-RACE', 'B-LOC', 'M-LOC', 'M-LOC', 'M-LOC', 'E-LOC', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 8, 24, 25, 25, 25, 26, 12, 13, 13, 14, 9, 10, 10, 11, 9, 10, 11]",1952年1月出生汉族湖北汉阳人中专学历中共党员政工师
"['自', '2', '0', '1', '0', '年', '至', '2', '0', '1', '1', '年', '任', '神', '华', '集', '团', '公', '司', '产', '权', '管', '理', '局', '副', '局', '长']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11]",自2010年至2011年任神华集团公司产权管理局副局长
"['历', '任', '广', '钢', '生', '活', '福', '利', '处', '处', '长', '助', '理', '、', '综', '合', '饮', '食', '服', '务', '公', '司', '副', '经', '理', '、', '本', '公', '司', '财', '务', '处', '副', '处', '长', '、', '广', '钢', '集', '团', '贸', '易', '有', '限', '公', '司', '财', '务', '总', '监', '、', '广', '州', '气', '体', '厂', '有', '限', '公', '司', '财', '务', '总', '监']","['O', 'O', 'B-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 17, 9, 10, 10, 10, 10, 10, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 3, 15, 16, 17, 9, 10, 10, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11]",历任广钢生活福利处处长助理、综合饮食服务公司副经理、本公司财务处副处长、广钢集团贸易有限公司财务总监、广州气体厂有限公司财务总监
"['任', '重', '庆', '工', '业', '自', '动', '化', '仪', '表', '研', '究', '所', '副', '所', '长', '；', '1', '9', '9', '9', '年', '6', '月', '至', '2', '0', '0', '1', '年', '5', '月']","['O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",任重庆工业自动化仪表研究所副所长；1999年6月至2001年5月
"['1', '9', '6', '3', '年', '1', '月', '出', '生', '工', '商', '管', '理', '研', '究', '生', '工', '程', '师', '高', '级', '经', '营', '师']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'M-PRO', 'M-PRO', 'E-PRO', 'B-EDU', 'M-EDU', 'E-EDU', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 19, 20, 20, 21, 12, 13, 14, 9, 10, 11, 9, 10, 10, 10, 11]",1963年1月出生工商管理研究生工程师高级经营师
"['1', '9', '5', '6', '年', '7', '月', '出', '生', '医', '学', '博', '士', '主', '任', '医', '师', '教', '授']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'E-PRO', 'B-EDU', 'E-EDU', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 19, 21, 12, 14, 9, 10, 10, 11, 9, 11]",1956年7月出生医学博士主任医师教授
"['1', '9', '6', '9', '年', '出', '生', '中', '共', '党', '员', '大', '专', '、', '高', '级', '会', '计', '师', '、', '证', '券', '特', '许', '注', '册', '会', '计', '师', '、', '注', '册', '税', '务', '师', '、', '注', '册', '资', '产', '评', '估', '师', '、', '注', '册', '咨', '询', '（', '投', '资', '）', '工', '程', '师']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 9, 10, 10, 11, 12, 14, 3, 9, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11]",1969年出生中共党员大专、高级会计师、证券特许注册会计师、注册税务师、注册资产评估师、注册咨询（投资）工程师
"['现', '任', '丹', '东', '欣', '泰', '电', '气', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11]",现任丹东欣泰电气股份有限公司独立董事
"['现', '任', '福', '建', '闽', '东', '水', '电', '开', '发', '公', '司', '副', '总', '经', '理', '申', '萍', '女']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'E-NAME', 'O']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 1, 2, 3]",现任福建闽东水电开发公司副总经理申萍女
"['历', '任', '公', '司', '项', '目', '设', '备', '部', '副', '部', '长', '、', '东', '营', '华', '泰', '纸', '业', '有', '限', '公', '司', '设', '备', '管', '理', '部', '部', '长', '、', '项', '目', '部', '副', '总', '经', '理', '、', '山', '东', '华', '泰', '纸', '业', '股', '份', '有', '限', '公', '司', '监', '事', '、', '副', '总', '经', '理', '、', '董', '事', '等', '职', '务']","['O', 'O', 'B-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'E-TITLE', 'O', 'O', 'O']","[3, 3, 15, 17, 9, 10, 10, 10, 10, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 10, 10, 10, 11, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11, 3, 9, 10, 10, 11, 3, 9, 11, 3, 3, 3]",历任公司项目设备部副部长、东营华泰纸业有限公司设备管理部部长、项目部副总经理、山东华泰纸业股份有限公司监事、副总经理、董事等职务
"['1', '9', '7', '0', '年', '2', '月', '出', '生', '大', '学', '文', '化']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 12, 13, 13, 14]",1970年2月出生大学文化
"['现', '任', '公', '司', '董', '事', '、', '省', '经', '建', '投', '干', '部', '毛', '幼', '平', '男', '中', '共', '党', '员', '一']","['O', 'O', 'B-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[3, 3, 15, 17, 9, 11, 3, 15, 16, 16, 17, 9, 11, 1, 18, 2, 3, 9, 10, 10, 11, 3]",现任公司董事、省经建投干部毛幼平男中共党员一
"['任', '中', '瑞', '岳', '华', '会', '计', '师', '事', '务', '所', '陕', '西', '分', '所', '主', '任', '会', '计', '师', '；', '2', '0', '1', '2', '年', '3', '月', '至', '今', '为', '信', '永', '中', '和', '会', '计', '师', '事', '务', '所', '合', '伙', '人']","['O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 11]",任中瑞岳华会计师事务所陕西分所主任会计师；2012年3月至今为信永中和会计师事务所合伙人
"['以', '上', '公', '司', '均', '于', '联', '交', '所', '上', '市', '吴', '建', '敏', '男']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME', 'M-NAME', 'E-NAME', 'O']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 18, 2, 3]",以上公司均于联交所上市吴建敏男
"['任', '副', '厂', '长', '；', '2', '0', '0', '7', '年', '至', '2', '0', '0', '8', '年', '在', '上', '海', '电', '气', '内', '蒙', '古', '电', '缆', '厂', '有', '限', '公', '司', '工', '作']","['O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O']","[3, 9, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 3, 3]",任副厂长；2007年至2008年在上海电气内蒙古电缆厂有限公司工作
"['现', '任', '本', '公', '司', '副', '董', '事', '长', '张', '振', '武', '先', '生', '大', '学', '文', '化', '高', '级', '经', '济', '师', '；', '现', '任', '本', '公', '司', '董', '事', '长']","['O', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 16, 17, 9, 10, 10, 11, 1, 18, 2, 3, 3, 12, 13, 13, 14, 9, 10, 10, 10, 11, 3, 3, 3, 15, 16, 17, 9, 10, 11]",现任本公司副董事长张振武先生大学文化高级经济师；现任本公司董事长
"['2', '0', '0', '7', '年', '至', '2', '0', '1', '0', '年', '1', '0', '月', '任', '正', '邦', '集', '团', '副', '总', '裁']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 17, 9, 10, 11]",2007年至2010年10月任正邦集团副总裁
"['1', '9', '6', '9', '年', '出', '生', '北', '京', '银', '行', '股', '份', '有', '限', '公', '司', '董', '事']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11]",1969年出生北京银行股份有限公司董事
"['曾', '任', '北', '京', '邮', '电', '大', '学', '经', '济', '管', '理', '学', '院', '教', '师']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11]",曾任北京邮电大学经济管理学院教师
"['自', '2', '0', '0', '8', '年', '1', '2', '月', '起', '任', '中', '国', '工', '商', '银', '行', '股', '份', '有', '限', '公', '司', '非', '执', '行', '董', '事']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 10, 11]",自2008年12月起任中国工商银行股份有限公司非执行董事
"['1', '9', '6', '0', '年', '1', '2', '月', '出', '生', '中', '共', '党', '员', '本', '科', '学', '历', '高', '级', '国', '际', '财', '务', '管', '理', '师', '（', 'S', 'I', 'F', 'M', '）']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 9, 10, 10, 11, 12, 13, 13, 14, 9, 10, 10, 10, 10, 10, 10, 10, 11, 3, 9, 10, 10, 11, 3]",1960年12月出生中共党员本科学历高级国际财务管理师（SIFM）
"['出', '生', '于', '1', '9', '5', '9', '年', '9', '月', '2', '8', '日', '中', '国', '国', '籍', '本', '科']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'M-CONT', 'M-CONT', 'E-CONT', 'B-EDU', 'E-EDU']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 6, 12, 14]",出生于1959年9月28日中国国籍本科
"['现', '任', '武', '汉', '大', '学', '会', '计', '系', '教', '授', '、', '博', '士', '生', '导', '师', '；', '2', '0', '1', '1', '年', '2', '月', '起', '担', '任', '华', '灿', '光', '电', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE']","[3, 3, 15, 16, 16, 16, 16, 16, 17, 9, 11, 3, 9, 10, 10, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11]",现任武汉大学会计系教授、博士生导师；2011年2月起担任华灿光电股份有限公司独立董事
"['曾', '负', '责', '的', '交', '联', '电', '缆', '项', '目', '获', '得', '省', '级', '科', '学', '技', '术', '进', '步', '二', '等', '奖', '；', '1', '9', '9', '8', '年', '至', '2', '0', '0', '7', '年', '扬', '州', '曙', '光', '电', '缆', '厂', '工', '作']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 17, 3, 3]",曾负责的交联电缆项目获得省级科学技术进步二等奖；1998年至2007年扬州曙光电缆厂工作
"['现', '任', '山', '东', '华', '泰', '纸', '业', '股', '份', '有', '限', '公', '司', '董', '事', '、', '副', '总', '经', '理', '崔', '勇', '男']","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'E-NAME', 'O']","[3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 11, 3, 9, 10, 10, 11, 1, 2, 3]",现任山东华泰纸业股份有限公司董事、副总经理崔勇男
"['2', '0', '1', '2', '年', '6', '月', '至', '今', '任', '广', '东', '韶', '钢', '松', '山', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '汪', '国', '春', '：', '男']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 9, 10, 10, 11, 1, 18, 2, 3, 3]",2012年6月至今任广东韶钢松山股份有限公司独立董事汪国春：男
