sen,label_decode,label,raw_sen,length,start
"['6', '.', '4', '中', '度', '献', '血', '反', '应', '6', '.', '4', '.', '1', '中', '度', '献', '血', '反', '应', '症', '状', '包', '括']","['O', 'O', 'O', 'B-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 124, 125, 125, 125, 125, 125, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",6.4中度献血反应6.4.1中度献血反应症状包括,24,0
"['5', '.', '2', '.', '4', '应', '配', '备', '清', '洁', '指', '甲', '的', '用', '品']","['O', 'O', 'O', 'O', 'O', 'B-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求', 'I-要求']","[0, 3, 3, 3, 3, 3, 54, 55, 55, 55, 55, 55, 55, 55, 55, 55, 1]",5.2.4应配备清洁指甲的用品,15,0
"['3', '.', '3', '.', '2', '溶', '血', '反', '应']","['O', 'O', 'O', 'O', 'O', 'B-C类-单采血液成分相关不良反应', 'I-C类-单采血液成分相关不良反应', 'I-C类-单采血液成分相关不良反应', 'I-C类-单采血液成分相关不良反应']","[0, 3, 3, 3, 3, 3, 120, 121, 121, 121, 1]",3.3.2溶血反应,9,0
"['制', '检', '定', '工', '作', '计', '量', '器', '目', '录', '1', '0', '3', '附', '录', 'I', '献', '血', '者', '健', '康', '检', '查', '要', '求', '1', '0', '5', '1', '献', '血', '者', '健', '康', '检', '查', '1', '.', '1', '导', '则', '按', '照', '国', '家', '有', '关', '献', '血', '者', '健', '康', '检', '查', '要', '求', '（', '见', '附', '录', 'I', '）', '的', '规', '定', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 48, 49, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",制检定工作计量器目录103附录I献血者健康检查要求1051献血者健康检查1.1导则按照国家有关献血者健康检查要求（见附录I）的规定，,66,0
"['4', '.', '5', '丙', '氨', '酸', '氨', '基', '转', '移', '酶', '检', '测', '合', '格']","['O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 12, 13, 13, 13, 13, 13, 13, 13, 3, 3, 3, 3, 1]",4.5丙氨酸氨基转移酶检测合格,15,0
"['3', '.', '4', '消', '毒', 'd', 'i', 's', 'i', 'n', 'f', 'e', 'c', 't', 'i', 'o', 'n']","['O', 'O', 'O', 'B-术语', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名']","[0, 3, 3, 3, 58, 59, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 1]",3.4消毒disinfection,17,0
"['3', '.', '6', '暂', '居', '菌', 't', 'r', 'a', 'n', 's', 'i', 'e', 'n', 't']","['O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 58, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.6暂居菌transient,15,0
"['b', '）', '将', '献', '血', '者', '移', '到', '通', '风', '处', '隔', '离']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 1]",b）将献血者移到通风处隔离,13,0
"['t', 'e', 'n', 's', 'i', 'o', 'n', 'A', 'M', 'T', '）', '5', '.', '5', '.', '1', '在', '献', '血', '前', '宜', '向', '献', '血', '者', '强', '调', 'A', 'M', 'T']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-缩写词', 'I-缩写词', 'I-缩写词', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 84, 85, 85, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",tensionAMT）5.5.1在献血前宜向献血者强调AMT,30,0
"['3', '.', '2', '4', '暴', '露', '时', '间', 'e', 'x', 'p', 'o', 's', 'u', 'r', 'e', 't', 'i', 'm', 'e']","['O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名']","[0, 3, 3, 3, 3, 58, 59, 59, 59, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 1]",3.24暴露时间exposuretime,20,0
"['本', '标', '准', '起', '草', '单', '位', '复', '旦', '大', '学', '附', '属', '中', '山', '医', '院', '、', '空', '军', '军', '医', '大', '学', '附', '属', '西', '京', '医', '院', '、', '中', '日', '友', '好', '医', '院', '、', '四', '川', '大', '学', '华', '西', '医', '院', '、', '广', '东', '省', '中', '医', '院', '、', '中', '国', '医', '科', '大', '学', '附', '属', '第', '一', '医', '院']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'O', 'B-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位', 'I-起草单位']","[0, 3, 3, 3, 3, 3, 3, 3, 80, 81, 81, 81, 81, 81, 81, 81, 81, 81, 3, 80, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 3, 80, 81, 81, 81, 81, 81, 3, 80, 81, 81, 81, 81, 81, 81, 81, 3, 80, 81, 81, 81, 81, 81, 3, 80, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 1]",本标准起草单位复旦大学附属中山医院、空军军医大学附属西京医院、中日友好医院、四川大学华西医院、广东省中医院、中国医科大学附属第一医院,66,0
"['9', '.', '2', '.', '3', '单', '釆', '血', '小', '板', '后', '与', '全', '血', '献', '血', '间', '隔']","['O', 'O', 'O', 'O', 'O', 'B-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔', 'I-献血间隔']","[0, 3, 3, 3, 3, 3, 72, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 1]",9.2.3单釆血小板后与全血献血间隔,18,0
"['可', '出', '现', '一', '过', '性', '意', '识', '丧', '失', '（', '晕', '厥', '）', '、', '抽', '搐', '或', '大', '小', '便', '失', '禁']","['O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'O', 'O', 'B-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 3, 38, 39, 39, 39, 39, 39, 39, 3, 38, 39, 3, 3, 38, 39, 3, 38, 39, 39, 39, 39, 1]",可出现一过性意识丧失（晕厥）、抽搐或大小便失禁,23,0
"['6', '.', '1', '.', '1', '0', '神', '经', '系', '统', '疾', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 36, 37, 37, 37, 37, 37, 3, 3, 1]",6.1.10神经系统疾病患者,14,0
"['9', '.', '3', '给', '排', '水', '固', '定', '献', '血', '场', '所', '应', '配', '备', '给', '排', '水', '设', '施']","['O', 'O', 'O', 'B-献血场所', 'I-献血场所', 'I-献血场所', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 8, 9, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",9.3给排水固定献血场所应配备给排水设施,20,0
"['表', '现', '为', '全', '身', '不', '适', '、', '虚', '弱', '、', '面', '色', '苍', '白', '、', '出', '汗', '、', '焦', '虑', '、', '眩', '晕', '、', '恶', '心']","['O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'O', 'B-症状', 'I-症状', 'O', 'B-症状', 'I-症状']","[0, 3, 3, 3, 38, 39, 39, 39, 3, 38, 39, 3, 38, 39, 39, 39, 3, 38, 39, 3, 38, 39, 3, 38, 39, 3, 38, 39, 1]",表现为全身不适、虚弱、面色苍白、出汗、焦虑、眩晕、恶心,27,0
"['7', '.', '2', '体', '重']","['O', 'O', 'O', 'B-项目', 'I-项目']","[0, 3, 3, 3, 12, 13, 1]",7.2体重,5,0
"['6', '7', '捐', '献', '血', '小', '板', '的', '过', '程', '安', '全', '吗', '？', '会', '不', '会', '影', '响', '身', '体', '健', '康', '？', '（', '知', '识', '类', '-', '献', '血', '概', '念', '型', '）', '安', '全']","['O', 'O', 'B-行为', 'I-行为', 'I-行为', 'I-行为', 'I-行为', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 4, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",67捐献血小板的过程安全吗？会不会影响身体健康？（知识类-献血概念型）安全,37,0
"['7', '国', '际', '社', '会', '公', '认', '的', '“', '无', '偿', '献', '血', '者', '”', '的', '概', '念', '是', '什', '么', '？', '（', '制', '度', '类', '-', '概', '念', '型', '）', '国', '际', '社', '会', '公', '认', '的', '无', '偿', '献', '血', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 14, 15, 15, 15, 15, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",7国际社会公认的“无偿献血者”的概念是什么？（制度类-概念型）国际社会公认的无偿献血者,43,0
"['⑤', '局', '部', '发', '生', '血', '肿', 'a', '）', '停', '止', '采', '血']","['O', 'B-A1类-以穿刺部位出血为主要表现的不良反应', 'I-A1类-以穿刺部位出血为主要表现的不良反应', 'I-A1类-以穿刺部位出血为主要表现的不良反应', 'I-A1类-以穿刺部位出血为主要表现的不良反应', 'I-A1类-以穿刺部位出血为主要表现的不良反应', 'I-A1类-以穿刺部位出血为主要表现的不良反应', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 112, 113, 113, 113, 113, 113, 3, 3, 3, 3, 3, 3, 1]",⑤局部发生血肿a）停止采血,13,0
"['即', '经', '灭', '菌', '处', '理', '后', '在', '一', '百', '方', '物', '品', '中', '最', '多', '只', '允', '许', '一', '件', '物', '品', '存', '在', '活', '微', '生', '物', '3', '.', '1', '2', '斯', '伯', '尔', '丁', '分', '类', '法', 'E', '.', 'h', '.', 'S', 'p', 'a', 'u', 'l', 'd', 'i', 'n', 'g']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 58, 59, 59, 59, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",即经灭菌处理后在一百方物品中最多只允许一件物品存在活微生物3.12斯伯尔丁分类法E.h.Spaulding,53,0
"['6', '.', '1', '.', '6', '内', '分', '泌', '系', '统', '疾', '病', '及', '代', '谢', '障', '碍', '疾', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O']","[0, 3, 3, 3, 3, 3, 36, 37, 37, 37, 37, 37, 37, 3, 36, 37, 37, 37, 37, 37, 3, 3, 1]",6.1.6内分泌系统疾病及代谢障碍疾病患者,21,0
"['本', '标', '准', '主', '要', '起', '草', '人', '郭', '永', '建', '、', '王', '鸿', '捷', '、', '孟', '忠', '华', '、', '林', '豪', '、', '赖', '东', '生', '、', '曾', '嘉']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人', 'I-起草人', 'O', 'B-起草人', 'I-起草人']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 83, 3, 82, 83, 3, 82, 83, 83, 3, 82, 83, 1]",本标准主要起草人郭永建、王鸿捷、孟忠华、林豪、赖东生、曾嘉,29,0
"['如', '病', '毒', '性', '肝', '炎', '患', '者', '及', '感', '染', '者', '获', '得', '性', '免', '疫', '缺', '陷', '综', '合', '征', '（', 'A', 'I', 'D', 'S', '艾', '滋', '病', '）', '患', '者', '及', '人', '类', '免', '疫', '缺', '陷', '病', '毒', '（', 'H', 'I', 'V', '）', '感', '染', '者', '麻', '风', '病', '及', '性', '传', '播', '疾', '病', '患', '者', '及', '感', '染', '者']","['O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 60, 61, 61, 61, 61, 3, 3, 3, 3, 3, 3, 60, 61, 61, 61, 61, 61, 61, 61, 61, 61, 3, 60, 61, 61, 61, 60, 61, 61, 3, 3, 3, 3, 60, 61, 61, 61, 61, 61, 61, 61, 3, 60, 61, 61, 3, 3, 3, 3, 60, 61, 61, 3, 36, 37, 37, 37, 37, 3, 3, 3, 3, 3, 3, 1]",如病毒性肝炎患者及感染者获得性免疫缺陷综合征（AIDS艾滋病）患者及人类免疫缺陷病毒（HIV）感染者麻风病及性传播疾病患者及感染者,65,0
"['6', '.', '1', '.', '1', '5', '各', '种', '结', '核', '病', '患', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 36, 37, 37, 3, 3, 1]",6.1.15各种结核病患者,13,0
"['1', '0', '.', '血', '液', '及', '骨', '髓', '检', '查', '异', '常']","['O', 'O', 'O', 'O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状']","[0, 3, 3, 3, 3, 3, 3, 38, 39, 39, 39, 39, 39, 1]",10.血液及骨髓检查异常,12,0
"['3', '.', '2', '5', '存', '活', '时', '间', 's', 'u', 'r', 'v', 'i', 'v', 'a', 'l', 't', 'i', 'm', 'e', 'T']","['O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名']","[0, 3, 3, 3, 3, 58, 59, 59, 59, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 1]",3.25存活时间survivaltimeT,21,0
"['1', '6', '献', '血', '后', '公', '民', '享', '受', '哪', '些', '优', '惠', '政', '策', '?', '（', '制', '度', '类', '-', '概', '念', '型', '）', '无', '偿', '献', '血', '者', '所', '献', '血', '液', '经', '检', '验', '合', '格', '的']","['O', 'O', 'B-行为', 'I-行为', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 4, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",16献血后公民享受哪些优惠政策?（制度类-概念型）无偿献血者所献血液经检验合格的,40,0
"['3', '.', '2', '1', '病', '毒', '灭', '火', '新', '鲜', '冰', '冻', '血', '浆', '\u2002', '\u2002', 'f', 'r', 'e', 's', 'h', '\u2002', 'f', 'r', 'o', 'z', 'e', 'n', '\u2002', 'p', 'l', 'a', 's', 'm', 'a', '\u2002', 'm', 'e', 't', 'h', 'y', 'l', 'e', 'n', 'e', '\u2002', 'b', 'l', 'u', 'e', '\u2002', 't', 'r', 'e', 'a', 't', 'e', 'd', '\u2002', 'a', 'n', 'd', '\u2002', 'r', 'e', 'm', 'o', 'v', 'e', 'd', '\u2002', '采', '集', '后', '储', '存', '于', '冷', '藏', '环', '境', '中', '的', '全', '血']","['O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 58, 59, 59, 59, 59, 59, 59, 59, 59, 59, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.21病毒灭火新鲜冰冻血浆  fresh frozen plasma methylene blue treated and removed 采集后储存于冷藏环境中的全血,85,0
"['e', '）', '及', '时', '向', '科', '领', '导', '汇', '报']","['O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施']","[0, 3, 3, 144, 145, 145, 145, 145, 145, 145, 145, 1]",e）及时向科领导汇报,10,0
"['1', '8', '4', '6', '9', '全', '血', '及', '成', '分', '血', '质', '量', '要', '求', '全', '国', '临', '床', '检', '验', '操', '作', '规', '程', '下', '列', '术', '语', '和', '定', '义', '适', '用', '于', '本', '文', '件']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 110, 111, 111, 111, 111, 111, 111, 111, 111, 111, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",18469全血及成分血质量要求全国临床检验操作规程下列术语和定义适用于本文件,38,0
"['1', '.', '2', '.', '2', '献', '血', '者', '年', '龄']","['O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查']","[0, 3, 3, 3, 3, 3, 48, 49, 49, 49, 49, 1]",1.2.2献血者年龄,10,0
"['3', '.', '1', '2', '白', '细', '胞', '基', '浮', '红', '细', '胞', 'r', 'e', 'd']","['O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 58, 59, 59, 59, 59, 59, 59, 59, 3, 3, 3, 1]",3.12白细胞基浮红细胞red,15,0
"['6', '.', '2', '献', '血', '者', '有', '下', '列', '情', '况', '之', '一', '者', '暂', '不', '能', '献', '血', '6', '.', '2', '.', '1', '口', '腔', '护', '理', '（', '包', '括', '洗', '牙', '等', '）', '后', '未', '满', '3', 'd', '拔', '牙', '或', '其', '他', '小', '手', '术', '后', '未', '满', '半', '个', '月', '阑', '尾', '切', '除', '术', '、', '疝', '修', '补', '术', '及', '扁', '桃', '体', '手', '术', '痊', '愈', '后', '未', '满', '3', '个', '月', '较', '大', '手', '术', '痊', '愈', '后', '未', '满', '半', '年', '者']","['O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-手术', 'I-手术', 'I-手术', 'I-手术', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-手术', 'I-手术', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-手术', 'I-手术', 'I-手术', 'I-手术', 'I-手术', 'O', 'B-器官', 'I-器官', 'I-器官', 'I-器官', 'O', 'B-手术', 'I-手术', 'I-手术', 'I-手术', 'I-手术', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-手术', 'I-手术', 'I-手术', 'I-手术', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 14, 15, 15, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 70, 71, 71, 71, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 70, 71, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 70, 71, 71, 71, 71, 3, 64, 65, 65, 65, 3, 70, 71, 71, 71, 71, 3, 3, 3, 3, 3, 3, 3, 3, 70, 71, 71, 71, 3, 3, 3, 3, 3, 3, 3, 3, 1]",6.2献血者有下列情况之一者暂不能献血6.2.1口腔护理（包括洗牙等）后未满3d拔牙或其他小手术后未满半个月阑尾切除术、疝修补术及扁桃体手术痊愈后未满3个月较大手术痊愈后未满半年者,90,0
"['6', '.', '1', '.', '1', '3', '各', '种', '恶', '性', '肿', '瘤', '及', '影', '响', '健', '康', '的', '良', '性', '肿', '瘤', '患', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'B-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'I-疾病分类', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 36, 37, 37, 37, 3, 36, 37, 37, 37, 37, 37, 37, 37, 37, 3, 3, 1]",6.1.13各种恶性肿瘤及影响健康的良性肿瘤患者,24,0
