sen,label_decode,label,raw_sen,length,start,insert_index
"['3', '.', '6', '单', '采', '成', '分', '血', 'a', 'p', 'h', 'e', 'r', 'e', 's', 'i', 's']","['O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 30, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.6 单采成分血 apheresis,17,0,"[4, 9]"
"['蛔', '虫', '病', '、', '蛲', '虫', '病', '感', '染', '未', '完', '全', '康', '复', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 32, 33, 33, 33, 33, 3, 3, 3, 3, 3, 3, 3, 1]",蛔虫病、 蛲虫病感染 未完全康复者,15,0,"[5, 10]"
"['1', '.', '8', '献', '血', '前', '检', '测']","['O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'I-献血者健康检查', 'O']","[0, 3, 3, 3, 3, 26, 27, 27, 27, 27, 3, 1]",1.8 献血前检测 ,8,0,"[4, 9]"
"['≥', '1', '5', '0', '\u2002', 'm', 'g', '\u2002', 'Ⅶ', '因', '子', '含', '量', '\u2002', '来', '源', '于', '2', '0', '0', '\u2002', 'm', 'L', '\u2002', '全', '血']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",≥150 mg Ⅶ因子含量 来源于200 mL 全血,26,0,"[9, 14]"
"['3', '.', '2', '9', '速', '冻', 'f', 'r', 'e', 'e', 'z', 'i', 'n', 'g']","['O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'O', 'I-术语', 'B-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'I-英文名', 'O', 'I-英文名', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 3, 16, 17, 17, 17, 17, 17, 17, 17, 3, 1]",3.29 速冻 freezing ,14,0,"[5, 7, 15]"
"['3', '.', '1', '7', '高', '水', '平', '消', '毒', 'h', 'i', 'g', 'h']","['O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 31, 31, 31, 3, 3, 3, 3, 3, 1]",3.17 高水平消毒 high,13,0,"[5, 10]"
"['③', '重', '度', '不', '良', '反', '应']","['O', 'O', 'O', 'B-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'I-严重程度评估', 'O', 'I-严重程度评估', 'O']","[0, 3, 3, 60, 61, 61, 61, 61, 61, 3, 1]",③ 重度不良反应 ,7,0,"[2, 8]"
"['3', '.', '1', '8', '单', '采', '血', '小', '板', 'a', 'p', 'h', 'c', 'r', 'e', 's', 'i', 's']","['O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.18 单采血小板 aphcresis,18,0,"[5, 10]"
"['质', '量', '控', '制', '项', '目', '\u2002', '要', '求', '\u2002', '外', '观', '\u2002', '肉', '眼', '观', '察', '应', '无', '色', '泽', '异', '常']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",质量控制项目 要求 外观 肉眼观察应无色泽异常,23,0,"[11, 13]"
"['5', '.', '2', '消', '毒', '、', '灭', '菌', '方', '法', '的', '选', '择', '原', '则']","['O', 'O', 'O', 'O', 'O', 'B-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'O', 'I-卫生', 'O']","[0, 3, 3, 3, 3, 72, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 3, 1]",5.2消毒、灭菌方法的选择原则,15,0,"[4, 16]"
"['e', '）', '提', '供', '饮', '料', '并', '给', '予', '解', '释', '让', '其', '放', '松']","['O', 'O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'O', 'I-处置措施', 'O']","[0, 3, 3, 3, 68, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 3, 1]",e）提供饮料并给予解释让其放松,15,0,"[3, 16]"
"['4', '.', '3', '乙', '型', '肝', '炎', '病', '毒', '（', 'H', 'B', 'V', '）', '标', '志', '物', '筛', '查', '试', '验', '结', '果', '阴', '性']","['O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'B-缩写词', 'I-缩写词', 'O', 'I-缩写词', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 10, 11, 11, 11, 11, 11, 3, 3, 3, 50, 51, 51, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",4.3乙型肝炎病毒（HBV）标志物筛查试验结果阴性,25,0,"[4, 10, 11, 14]"
"['3', '.', '2', '8', '消', '毒', '产', '品', 'd', 'i', 's', 'i', 'n', 'f', 'e', 'c', 't', 'i', 'o', 'n']","['O', 'O', 'O', 'O', 'O', 'O', 'B-术语', 'I-术语', 'I-术语', 'O', 'I-术语', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 30, 31, 31, 31, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",3.28消毒产品disinfection,20,0,"[5, 9]"
"['8', '）', '经', '健', '康', '征', '询', '没', '有', '影', '响', '血', '液', '质', '量', '和', '献', '血', '者', '自', '身', '安', '全', '的', '疾', '病', '或', '病', '史']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 1]",8）经健康征询没有影响血液质量和献血者自身安全的疾病或 病史 ,29,0,"[28, 30]"
"['3', '3', '哪', '些', '情', '况', '下', '应', '考', '虑', '血', '液', '病', '？', '（', '知', '识', '类', '-', '血', '液', '概', '念', '型', '）']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-疾病分类', 'I-疾病分类', 'O', 'I-疾病分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 20, 21, 21, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",33哪些情况下应考虑 血液病 ？（知识类-血液概念型）,25,0,"[11, 14]"
"['b', ')', '情', '绪', '紧', '张', '、', '焦', '虑', '或', '恐', '惧', '（', '例', '如', '初', '次', '献', '血', '）']","['O', 'O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'I-诱发因素', 'O', 'I-诱发因素', 'O', 'O', 'B-诱发因素', 'O', 'I-诱发因素', 'O', 'O', 'B-诱发因素', 'O', 'I-诱发因素', 'O', 'O', 'O', 'O', 'B-诱发因素', 'I-诱发因素', 'I-诱发因素', 'O', 'I-诱发因素', 'O', 'O']","[0, 3, 3, 3, 64, 65, 65, 65, 3, 3, 3, 64, 65, 3, 3, 3, 64, 65, 3, 3, 3, 3, 3, 64, 65, 65, 65, 3, 3, 1]",b)情绪紧张、焦虑或恐惧（例如初次献血）,20,0,"[3, 7, 8, 10, 11, 13, 16, 20]"
"['6', '.', '2', '洗', '手', '与', '卫', '生', '手', '消', '毒', '方', '法']","['O', 'O', 'O', 'O', 'O', 'B-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'I-工艺卫生', 'O', 'I-工艺卫生', 'O']","[0, 3, 3, 3, 3, 70, 71, 71, 71, 71, 71, 71, 71, 71, 71, 3, 1]",6.2洗手与卫生手消毒方法,13,0,"[4, 14]"
"['1', '2', '.', '1', '.', '3', '病', '原', '微', '生', '物', '污', '染', '皮', '肤', '的', '消', '毒']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'I-卫生', 'O', 'I-卫生', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 72, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 3, 1]",12.1.3 病原微生物污染皮肤的消毒 ,18,0,"[7, 19]"
"['6', '5', '什', '么', '是', '捐', '献', '成', '分', '血', '？', '（', '知', '识', '类', '-', '献', '血', '概', '念', '型', '）']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-行为', 'I-行为', 'I-行为', 'I-行为', 'O', 'I-行为', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",65什么是捐献成分血？（知识类-献血概念型）,22,0,"[6, 11]"
"['b', '）', '口', '服', '1', '0', '%', '葡', '萄', '糖', '酸', '钙', '溶', '液']","['O', 'O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'O', 'I-处置措施', 'O']","[0, 3, 3, 3, 68, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 3, 1]",b） 口服10%葡萄糖酸钙溶液 ,14,0,"[3, 15]"
"['容', '量', '为', '5', '0', 'm', 'L', '~', '7', '6', 'm', 'L', '储', '存', '期', '末', 'p', 'H', '血', '小', '板', '含', '量', '来', '源', '于', '2', '0', '0', 'm', 'L', '全', '血']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 11, 11, 11, 11, 3, 10, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",容量为50mL~76mL 储存期末pH 血小板含量 来源于200mL全血,33,0,"[13, 19, 24]"
"['如', '包', '括', '慢', '性', '支', '气', '管', '炎', '、', '支', '气', '管', '扩', '张', '、', '支', '气', '管', '哮', '喘', '、', '肺', '气', '肿']","['O', 'O', 'O', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'O', 'I-疾病', 'O']","[0, 3, 3, 3, 3, 32, 33, 33, 33, 33, 33, 3, 3, 3, 32, 33, 33, 33, 33, 3, 3, 3, 32, 33, 33, 33, 33, 3, 3, 3, 32, 33, 33, 3, 1]",如包括慢性支气管炎、支气管扩张、支气管哮喘、肺气肿,25,0,"[4, 10, 11, 16, 17, 22, 23, 26]"
"['f', ')', '恶', '心', '/', '呕', '吐']","['O', 'O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'I-症状', 'O']","[0, 3, 3, 3, 22, 23, 23, 23, 23, 3, 1]",f) 恶心/呕吐 ,7,0,"[3, 8]"
"['5', '.', '2', '.', '2', '安', '全', '献', '血', '者', '的', '重', '要', '性']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'I-献血者健康检查', 'O']","[0, 3, 3, 3, 3, 3, 3, 26, 27, 27, 27, 27, 27, 27, 27, 27, 3, 1]",5.2.2 安全献血者的重要性 ,14,0,"[6, 15]"
"['并', '保', '留', '注', '满', '解', '冻', '去', '甘', '油', '红', '细', '胞', '经', '热', '合', '的', '导', '管', '至', '少', '2', '0', 'c', 'm', '容', '量', '来', '源', '于', '2', '0', '0', 'm', 'L']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",并保留注满解冻去甘油红细胞经热合的导管至少20cm容量来源于200mL,35,0,"[26, 28]"
"['编', '制', '杨', '德', '全']","['O', 'O', 'O', 'O', 'B-起草人', 'I-起草人', 'O', 'I-起草人', 'O']","[0, 3, 3, 3, 48, 49, 49, 3, 1]",编制杨德全,5,0,"[3, 6]"
"['G', 'B', '/', 'T', '1', '6', '8', '8', '6', '.', '7', '医', '疗', '器', '械', '生', '物', '学', '评', '价', '第', '7', '部', '分', '环', '氧', '乙', '烷', '灭', '菌', '残', '留', '量', 'G', 'B', '1', '9', '2', '5', '8', '紫', '外', '线', '杀', '菌', '灯']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'I-规范性引用文件', 'O', 'I-规范性引用文件', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 58, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 3, 1]",GB/T16886.7医疗器械生物学评价第7部分环氧乙烷灭菌残留量 GB19258紫外线杀菌灯 ,46,0,"[34, 47]"
"['质', '量', '控', '制', '项', '目', '\u2002', '要', '求', '\u2002', '外', '观', '\u2002', '肉', '眼', '观', '察', '应', '无', '色', '泽', '异', '常']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",质量控制项目 要求  外观  肉眼观察应无色泽异常,23,0,"[11, 13]"
"['6', '.', '1', '.', '2', '1', '接', '受', '过', '胃', '、', '肾', '、', '脾', '、', '肺', '等', '重', '要', '内', '脏', '器', '官', '切', '除', '者']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-器官', 'O', 'O', 'B-器官', 'O', 'O', 'B-器官', 'O', 'O', 'B-器官', 'O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'I-献血者分类', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 34, 3, 3, 34, 3, 3, 34, 3, 3, 34, 3, 3, 3, 3, 12, 13, 13, 13, 13, 13, 13, 3, 1]",6.1.21接受过 胃、 肾、 脾、 肺等重要 内脏器官切除者 ,26,0,"[10, 12, 14, 16, 20, 27]"
"['1', '.', '2', '.', '1', '献', '血', '者', '身', '份']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'I-献血者健康检查', 'O']","[0, 3, 3, 3, 3, 3, 3, 26, 27, 27, 27, 27, 3, 1]",1.2.1 献血者身份 ,10,0,"[6, 11]"
"['神', '经', '肌', '肉', '系', '统', '的', '表', '现', '主', '要', '有', '口', '唇', '及', '口', '周', '发', '麻', '、', '面', '部', '麻', '木', '、', '头', '晕', '、', '抽', '搐', '、', '颤', '抖', '、', '恶', '心', '、', '呕', '吐']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'O', 'I-症状', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 22, 23, 23, 23, 3, 3, 3, 22, 23, 23, 23, 3, 3, 3, 22, 23, 3, 3, 3, 22, 23, 3, 3, 3, 22, 23, 3, 3, 3, 22, 23, 3, 3, 3, 22, 23, 3, 1]",神经肌肉系统的表现主要有口唇及口周发麻、面部麻木、头晕、抽搐、颤抖、恶心、呕吐,39,0,"[16, 20, 21, 25, 26, 28, 29, 31, 32, 34, 35, 37, 38, 40]"
"['1', '8', '单', '采', '血', '小', '板', '捐', '献', '者', '应', '符', '合', '哪', '些', '体', '检', '条', '件', '？', '（', '制', '度', '类', '-', '概', '念', '型', '）']","['O', 'O', 'O', 'O', 'B-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'I-献血者分类', 'O', 'I-献血者分类', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 3, 3, 3, 12, 13, 13, 13, 13, 13, 13, 13, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]",18 单采血小板捐献者 应符合哪些体检条件？（制度类-概念型）,29,0,"[3, 11]"
"['4', '献', '血', '场', '所', '数', '量']","['O', 'O', 'O', 'B-献血场所', 'I-献血场所', 'I-献血场所', 'I-献血场所', 'I-献血场所', 'O', 'I-献血场所', 'O']","[0, 3, 3, 6, 7, 7, 7, 7, 7, 3, 1]",4 献血场所数量 ,7,0,"[2, 8]"
"['5', '.', '3', '献', '血', '者', '知', '情', '同', '意']","['O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'I-献血者健康检查', 'O']","[0, 3, 3, 3, 3, 26, 27, 27, 27, 27, 27, 27, 3, 1]",5.3 献血者知情同意 ,10,0,"[4, 11]"
"['1', '.', '2', '.', '2', '献', '血', '者', '年', '龄']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'I-献血者健康检查', 'O']","[0, 3, 3, 3, 3, 3, 3, 26, 27, 27, 27, 27, 3, 1]",1.2.2献血者年龄,10,0,"[6, 11]"
"['抗', '体', '）', '检', '测', '符', '合', '相', '关', '要', '求']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'O', 'I-标准', 'O']","[0, 3, 3, 3, 3, 3, 3, 14, 15, 15, 15, 15, 15, 3, 1]",抗体）检测 符合相关要求 ,11,0,"[6, 12]"
"['主', '要', '表', '现', '有', '荨', '麻', '疹', '、', '眶', '周', '水', '肿', '、', '呼', '吸', '困', '难', '、', '唇', '周', '发', '红', '肿', '胀']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-症状', 'I-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'O', 'I-症状', 'O', 'O', 'B-症状', 'I-症状', 'I-症状', 'I-症状', 'I-症状', 'O', 'I-症状', 'O']","[0, 3, 3, 3, 3, 3, 3, 22, 23, 23, 3, 3, 3, 22, 23, 23, 23, 3, 3, 3, 22, 23, 23, 23, 3, 3, 3, 22, 23, 23, 23, 23, 23, 3, 1]",主要表现有 荨麻疹 、 眶周水肿 、 呼吸困难 、 唇周发红肿胀 ,25,0,"[6, 9, 10, 14, 15, 19, 20, 26]"
"['如', '抑', '郁', '症', '、', '躁', '狂', '症', '、', '精', '神', '分', '裂', '症', '、', '癒', '病', '等']","['O', 'O', 'O', 'B-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'I-疾病', 'I-疾病', 'I-疾病', 'O', 'I-疾病', 'O', 'O', 'B-疾病', 'O', 'I-疾病', 'O', 'O']","[0, 3, 3, 32, 33, 33, 3, 3, 3, 32, 33, 33, 3, 3, 3, 32, 33, 33, 33, 33, 3, 3, 3, 32, 33, 3, 3, 1]",如抑郁症、躁狂症、精神分裂症、癒病等,18,0,"[2, 5, 6, 9, 10, 15, 16, 18]"
"['1', '.', '1', '1', '.', '1', '献', '血', '者', '屏', '蔽']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'I-献血者健康检查', 'O', 'I-献血者健康检查', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 26, 27, 27, 27, 27, 3, 1]",1.11.1献血者屏蔽,11,0,"[7, 12]"
"['b', '）', '检', '查', '血', '压', '脉', '搏', '知', '觉', '专', '人', '看', '护']","['O', 'O', 'O', 'O', 'B-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'I-处置措施', 'O', 'I-处置措施', 'O']","[0, 3, 3, 3, 68, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 3, 1]",b）检查血压脉搏知觉专人看护,14,0,"[3, 15]"
"['2', '.', '8', '静', '脉', '及', '其', '穿', '刺', '路', '径', '评', '估', '与', '选', '择']","['O', 'O', 'O', 'O', 'O', 'B-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'I-血液采集', 'O', 'I-血液采集', 'O']","[0, 3, 3, 3, 3, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 3, 1]",2.8 静脉及其穿刺路径评估与选择 ,16,0,"[4, 17]"
"['5', '.', '脉', '搏', '6', '0', '~', '1', '0', '0', '次', '/', '分', '钟']","['O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'B-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'I-标准', 'O', 'I-标准', 'O']","[0, 3, 3, 3, 10, 11, 3, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 3, 1]",5. 脉搏 60~100次/分钟 ,14,0,"[3, 5, 15]"
"['并', '保', '留', '注', '满', '病', '毒', '灭', '活', '冰', '冻', '血', '浆', '经', '热', '合', '的', '导', '管', '至', '少', '1', '0', 'c', 'm', '容', '量', '血', '浆', '蛋', '白', '含', '量', 'Ⅶ', '因', '子', '含', '量', '亚', '甲', '蓝', '残', '留', '量', '无', '菌', '试', '验']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-项目', 'O', 'I-项目', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'B-项目', 'I-项目', 'I-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'B-项目', 'I-项目', 'I-项目', 'O', 'I-项目', 'O']","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 11, 3, 10, 11, 11, 11, 11, 11, 3, 10, 11, 11, 11, 11, 3, 10, 11, 11, 11, 11, 11, 3, 10, 11, 11, 11, 3, 1]",并保留注满病毒灭活冰冻血浆经热合的导管至少10cm容量血浆蛋白含量Ⅶ因子含量亚甲蓝残留量无菌试验,48,0,"[26, 28, 34, 39, 45, 49]"
"['4', '.', '3', '献', '血', '者', '血', '容', '量', '估', '算']","['O', 'O', 'O', 'O', 'O', 'B-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'I-预防措施', 'O', 'I-预防措施', 'O']","[0, 3, 3, 3, 3, 66, 67, 67, 67, 67, 67, 67, 67, 3, 1]",4.3献血者血容量估算,11,0,"[4, 12]"
